poem_name,poet_name,poem_text,rank
İstiklâl Marşı,Mehmet Akif Ersoy,"-Kahraman Ordumuza-
Korkma, sönmez bu şafaklarda yüzen al sancak; 
Sönmeden yurdumun üstünde tüten en son ocak.
O benim milletimin yıldızıdır, parlayacak; 
O benimdir, o benim milletimindir ancak.
Çatma, kurban olayım, çehreni ey nazlı hilâl! 
Kahraman ırkıma bir gül... Ne bu şiddet, bu celâl? 
Sana olmaz dökülen kanlarımız sonra helâl; 
Hakkıdır, Hakk’a tapan, milletimin istiklâl.
Ben ezelden beridir hür yaşadım, hür yaşarım.
Hangi çılgın bana zincir vuracakmış? Şaşarım! 
Kükremiş sel gibiyim: Bendimi çiğner, aşarım; 
Yırtarım dağları, enginlere sığmam taşarım.
Garb’ın âfâkını sarmışsa çelik zırhlı duvar; 
Benim îman dolu göğsüm gibi serhaddim var.
Ulusun, korkma! Nasıl böyle bir îmânı boğar,
«Medeniyyet! » dediğin tek dişi kalmış canavar? 
Arkadaş! Yurduma alçakları uğratma sakın; 
Siper et gövdeni, dursun bu hayâsızca akın.
Doğacaktır sana va’dettiği günler Hakk’ın...
Kim bilir, belki yarın, belki yarından da yakın.
Bastığın yerleri «toprak! » diyerek geçme, tanı! 
Düşün altındaki binlerce kefensiz yatanı.
Sen şehîd oğlusun, incitme, yazıktır, atanı:
Verme, dünyâları alsan da, bu cennet vatanı.
Kim bu cennet vatanın uğruna olmaz ki fedâ? 
Şühedâ fışkıracak toprağı sıksan, şühedâ! 
Cânı, cânânı, bütün vârımı alsın da Hudâ,
Etmesin tek vatanımdan beni dünyâda cüdâ.
Rûhumun senden İlâhî şudur ancak emeli:
Değmesin ma’bedimin göğsüne nâ-mahrem eli; 
Bu ezanlar -ki şehâdetleri dînin temeli-
Ebedî, yurdumun üstünde benim inlemeli.
O zaman vecd ile bin secde eder -varsa- taşım; 
Her cerîhamdan, İlâhî, boşanıp kanlı yaşım,
Fışkırır rûh-i mücerred gibi yerden na’şım! 
O zaman yükselerek Arş’a değer, belki, başım.
Dalgalan sen de şafaklar gibi ey şanlı hilâl! 
Olsun artık dökülen kanlarımın hepsi helâl.
Ebediyyen sana yok, ırkıma yok izmihlâl:
Hakkıdır, hür yaşamış, bayrağımın hürriyyet; 
Hakkıdır, Hakk’a tapan, milletimin istiklâl.",295
Dağlarda Kar Olsaydım,Yusuf Hayaloğlu,"Şu dağlarda kar olsaydım
Bir asi rüzgar olsaydım 
Arar bulur muydun beni 
Sahipsiz mezar olsaydım
Şu yangında har olsaydım
Ağlatıp bizar olsaydım
Belki yaslanırdın bana
Mahpusta duvar olsaydım
Şu bozkırda han olsaydım
Yıkık perişan olsaydım 
Yine severmiydin beni
Simsiyah duman olsaydım
Şu yarada kan olsaydım 
Dökülüp ziyan olsaydım
Bu dünyada yerim yokmuş
Keşke bir yalan olsaydım",296
Ay İle Güneşim Geldi,Mevlana Celaleddin Rumi,"Ayla güneşim geldi, bak göz ışığım geldi
İnci kaynağım geldi altın pınarım geldi
Sarhoşum nice ondan coştu bakışım nurdan
Özge şey mi istersin? Özge yoldaşım geldi! 
O gümüş tenli güzelim girdi Yusuf’um kapıdan
O yol kesenim geldi, tövbe bozanım geldi
Eski yoldaşım dinle! Dünden iyidir şimdi 
Müjde sarhoşuydum dün, ondan ulağım geldi
Dün fenerle ben kentte pek arandığım o kişi
Gör bugün yol üstünde güller bostanım geldi
Sardı elleri belime hem kucakladı o beni
Bir taç ve kemer sundu, işte sultanım geldi
Bak bahar ve bahçesine! Bak şarap kadehlerine! 
Bak coşan azıklarına! Gül şeker dalım geldi
O hayat suyumdur hey! Ben ölümden korkmam ki
Ürkmem serzenişlerden, çünkü kalkanım geldi
Ondan yüzük aldım hey, ben Süleyman’ım artık
Ah nasılda şahane, baştaki tacım geldi
Dert haddini aştıkça aşkta yolculuk ettim
Yolculuktan ah Mevlam mutluluk payım geldi
İçki vaktidir şimdi şimşek çakıyor başta
Uçmak vaktidir şimdi kol ve kanadım geldi
İşte parlamak vakti bir seher gibi parlak
İşte gürlemek vakti çünkü aslanım geldi
Aldılar beni yerden, sözlerim yarım kaldı
Vardım göğe dünyadan arlanış savım geldi",297
Ben Yürürüm Yana Yana,Yunus Emre,"Ben yürürm yana yana
Aşk boyadı beni kana
Ne akîlem ne divâne
Gel gör beni aşk neyledi
Gâh eserim yeller gibi
Gâh tozarım yollar gibi
Gâh akarım seller gibi
Gel gör beni aşk neyledi
Akarsularım çağlarım
Dertli ciğerim dağlarım 
Şeyhim anuban ağlarım
Gel gör beni aşk neyledi
Ya elim al kaldır beni
Ya vaslına erdir beni
Çok ağlattın güldür beni
Gel gör beni aşk neyledi
Ben yürürüm ilden ile
Şeyh anarım dilden dile
Gurbette halim kim bile 
Gel gör beni aşk neyledi
Mecnun oluban yürürüm
O yâri düşte görürüm
Uyanıp melûl olurum
Gel gör beni aşk neyledi
Miskin Yunus bîçâreyim
Baştan ayağa yâreyim
Dost ilinden âvâreyim
Gel gör beni aşk neyledi",298
Merhaba,Ahmed Arif,"Gün açar, 
Karın verir yağmurlu toprak.
İncesu Deresi, merhaba.
Saçakta serçeler daha çılgındır, 
Bulutlarda kartal, 
Daha çalımlı.
Koparır göğsünden bir düğme daha, 
Tezkere bekleyen biri.....................",299
Cenk Şarkısı,Mehmet Akif Ersoy,"Sebîlürreşâd cerîde-i İslâmiyyesinin kahraman askerlerimize armağanı
Yurdunu Allâh’a bırak, çık yola:
«Cenge! » deyip çek ki vatan kurtula.
Böyle müyesser mi gazâ her kula? 
Haydi levend asker, uğurlar ola.
Ey sürüden arkaya kalmış yiğit! 
Arkadaşın gitti, yetiş sen de git.
Bak ne diyor, cedd-i şehîdin, işit:
«Durma git evlâdım, uğurlar ola.
«Durma git evlâdım, açıktır yolun...
Cenge sıvansın o bükülmez kolun; 
Süngünü tak, ön safa geçmiş bulun.
Uğrun açık olsun, uğurlar ola.
«Yerleri yırtan sel olup taşmalı! 
Dağ demeyip, taş demeyip aşmalı! 
Sendeki coşkunluğa el şaşmalı! 
Haydi git evlâdım, uğurlar ola.
«Yükselerek kuş gibi Balkanlara,
Öyle satır at ki kuduz Bulgar’a:
Bir daha Osmanlı’ya güç sırtara! 
Git de gel evlâdım... uğurlar ola.
«Düşmana çiğnetme bu toprakları; 
Haydi kılıçtan geçir alçakları! 
Leş gibi yatsın kara bayrakları! 
Kahraman evlâdım, uğurlar ola.»
* * *
Balkan’ı bildin mi nedir, hemşeri? 
Sevgili ecdâdının en son yeri.
Bir sıla isterdin a çoktan beri
Şimdi tamam vakti... Uğurlar ola.
Balkan’ın üstünde sızan her pınar
Bir yaradır, durmaz içinden kanar! 
Hangi taşın kalbini deşsen: Mezar! 
Gör ne mübârek yer... uğurlar ola.
Eş hele bir dağları örten karı:
Ot değil onlar, dedenin saçları! 
Dinle: Şehid sesleridir rüzgârı! 
Durma levend asker, uğurlar ola.
Ey vatanın şanlı gazâ mevkibi,
Saldırınız düşmana arslan gibi.
İşte Hudâ yâveriniz, hem Nebi.
Haydi gidin, haydi, uğurlar ola.
17 Ekim 1912",300
İçerde,Ahmed Arif,"haberin var mı taş duvar
demir kapı, kör pencere, 
yastığım, ranzam, zinciri....................",301
Bırakmadın,Cemal Safi,"Hasret ettin yaşamaya
Çıkacak yol bırakmadın; 
Vebâlinini taşımaya
Tutacak kol bırakmadın.
İnanmadım dost sözüne
Boyun büktüm her nazına
Yıllar var ki el yüzüne
Bakacak hâl bırakmadın
Yaralıysam vuran sensin
Günahıma giren sensin
Umudumu kıran sensin
Tutacak dal bırakmadın
Dudak büktün her soruma
Fesat kattın her yoruma
Kırk yılda bir hayrıma
Çıkacak fal bırakmadın.
Üstümde yok başımda yok
İsim de yok aşım da yok
Yaslanacak taşım da yok
Yatacak çul bırakmadın.
Âlem duydu âvazımı
Küfre yordu niyâzımı
Musâllada namazımı
Kılacak kul bırakmadın...",302
Adı Bahtiyar,Yusuf Hayaloğlu,"Geçiyor önümden sirenler içinde 
Ah eller üstünde çiçekler içinde
Dudağında yarım bir sevda hüznü
Aslan gibi göğsü türküler içinde
Rastlardım avluda hep volta atarken
Sigara içerken yahut coplanırken
Kimseyle konuşmaz dağ gibi titrerdi 
Çocukça sevdiği çiçeği sularken
Diyarbakırlıymış adı bahtiyar
Suçu saz çalmakmış öğrendiğim kadar
Geçiyor önümden gülyüzlü bahtiyar
Yaralıyım yerde kalan sazı kadar
Beni tez saldılar o kaldı içerde
Çok sonra duydum ki Yozgat'ta sürgünde
Ne yapsa ne etse üstüne gitmişler
Mavi gökyüzünü ona dar etmişler
Gazete de çıktı üç satır yazıyla
Uzamış sakalı çatlamış sazıyla
Birileri ona ölmedin diyordu
Ölüm bir yanında hüzünle gülüyordu",303
Aysuda,Cemal Safi,"Senden aşkı öğrenmeye talibim
Okut beni talebenim Aysuda
Kalp hastanım sensin benim tabibim
Acil'deki sıra benım Aysuda
O ne öfke o nasıl kaş çatıştır
Dilersen döv hiddetini yatıştır
Canevini aşkım ile tutuştur
Yakılacak çıra benim Aysuda
Siyah inci yarışırken benimle
Beyaz gülün rekabeti teninle
Nasıl şensem bahtiyarsam seninle
Sensiz bahtı kara benim Aysuda
Gözlerindir mor menekşe toplanan
Dudakların alevlerle kaplanan
Bakışınla yüreğime saplanan
Hançer sensin yara benim Aysuda
Olmaz olsun sarayımız köşkümüz
Dünya değer bizim meyli meşkimiz
Sultan Reşat lirasıysa aşkımız
Yazı sensin tura benim Aysuda
Sevdalının kaybettiği aklıdır
Divanedir ne söylese haklıdır
Defineler viranede saklıdır
Ara beni harabenim Aysuda
                                              02.06.1997",304
Kimi Sevsem Sensin,Attila İlhan,"her şeyi terk ettim / ne aşk ne şehvet
sarışın başladığım esmer bitiyor
anlaşılmaz yüzü koyu gölgeli
dudakları keskin kırmızı jilet
bir belaya çattık / nasıl biti....................",305
Bu Gece,Cemal Safi,"Ağlamak kifayet etmez acıma
Şen kahkahalarda hüzün bu gece
teselli sözleri gider gücüme
Şarkılar bir başka hazin bu gece
Yüreğim fırtına gözlerim durgun
Varlığın ilacım yokluğun vurgun
Hayattan kovuldum kaderim sürgün
Ölüm fermanımı yazın bu gece
Herkese kalbimi vermezken öyle
Yaşatmak için sen ne yaptın söyle
Ne kadar şen şakrak olmuşsun böyle
Halime gülüyor yüzün bu gece
Talebim çok değil yalnız beni sev
Umut sefil cüce,acı koca dev
Üstadım geçiver bir hicaz peşrev
Sevdadan dert yansın sazın bu gece
Neşenin kapısı yüzüme örtük
Bir resmin yok bende olsa da yırtık
arkana bakmadan sende git artık
hadi benden sana izin bu gece",306
Vay Kurban,Ahmed Arif,"Dağlarının, dağlarının ardı,
Nazlıdır.
Uçurum kıyısında incecik bir yol
Gider dolana - dolana,
Bir hastan vardır, umutsuz,
Belki Ayşe, belki Elif
Endamı kuytuda başak,
Memesinin, memesinin altında,
Bir sancı,
Bir hayın bıçak...
Ölüm bu,
Fıkara ölümü
Geldim, geliyorum demez.
Ya bir kuşluk vakti, ya akşam üstü,
Ya da seher, mahmurlukta,
Bakarsın, olmuş olacak.
Bir hastan vardı umutsuz,
Hasreti uykularda,
Hasreti soğuk sularda.
Gayrı, iki korku çiçeğidir gözleri,
İki mavi, kocaman korku çiçeği,
Açar, derin kuyularda...
Dağlarının, dağlarının ardı korkunçtur.
Hiç akıl edip de düşünen var mı?
Gün kimin hesabına tutar akşamı,
Rahmetinden kim demlenir bulutun,
Hayırlı evlat maki....................",307
Başka-Kendilerimiz İle Kendi-Başkalarımı ...,Özdemir Asaf,"BAŞKA-KENDİLERİMİZ İLE
KENDİ-BAŞKALARIMIZ VE
KENDİ-BAŞKALARIMIZ İLE
BAŞKA-KENDİLERİMİZ ARASINDAN
                                      “Akıllı olduğunu düşünemeyecek kadar akıllı
                                       Deli olduğu düşünülmeyecek kadar deli’nin    
                                       niçindenliğini bilmediği sıkıntısı geçiyor
 Uyanmak, bir akşam bir adamı yatağından kaldıracak.
Adamın gözleri adama uyanışı anlatacak.
Gözleri gel gel diyecek.
Doğrulmak adamı kucağına alacak.
Adımın birincisi ayağına sarılacak.İkinci adım birincisinin içinden doğacak.
Adımlar ana-oğul babasız sıralanacak.
Adamın gözleri adama bak bak deyecek.
Pencere adamın gözlerini kuşatacak, 
Bakışlarını caddeye serecek
Görüşleri yayılacak.
Caddede insanlar gezinecek.
Oda bu sırada işe karışacak, 
Adamı dışına çıkaracak.
Çıkmak öbür fiillere komutan çıkacak, 
Merdivenlere indir komutunu verecek.
Merdivenler onu bir kapıya itecek.
Kapıya açıl komutu gelecek.
Kapı bu işi adama yaptıracak.
Evin içi dışına dönecek,
Burada adama karış komutu ulaşacak.
Adam saf saf yanaşacak, 
Bakmaya alışmak adama gördürecek.
Görmek adamı sürekli bunaltacak.
Adam gördükçe şaşıracak, 
Şaşırdıkça sürekli görecek.
Adam bilmek fiilini arayacak, 
Ama bulamayacak.
Adam geleni geçeni kendi sanacak.
Bu ne kadar çok kendim deyecek.
Hep başkalarını görecek.
Hani ben, nerede ben deyecek.
Anlamak isteyecek ─ bir istemeseydi─ .
Anlamakla bunu istemek yan yana gelecek
Bir çağ bitecek, biri başlayacak.
Neden-, niçin-, nasıl’a yönelecek ─ ya yönelmeseydi─ .
Anlamak fiili ─ ister istemez─ birden adama verilecek.
Adamın durumu belirecek, hızı gelişecek.
Ayarı insanca bozulacak.
Neleri anlamalı, neleri değil, ayıramayacak.
Başka-kendilerini görünce şaşıracak.
Kendi-başkalarını onlarla karıştıracak.
Önünden boyuna başkaları geçecek, 
Önünden boyuna kendisi geçecek,
Bu ne kadar çok ben deyecek.
Aralarında bir yabancı arayacak.
Kendinde bir yabancı arayacak.
Bu ne kadar çok yan yana ben deyecek.
Ben kendime nereden gireyim deyecek.
Ben kendimden nasıl çıktım deyecek, 
Ne zaman deyecek, niçin deyecek.
─ Deyecek de ne olacak─ 
Olan olacak olduğunca, olacağınca.
Bu andan o ana olanca.
İş işden geçecek.
Adama bir yardımcı fiil birden düşecek.
Adam onu ilkin bir şey sanacak.
Onunla düşünmeye alışacak.
Düşünceleri onunla kör-topal gidecek.
Adam bundan şımaracak.
Dur şununla bir iş göreyim deyecek, 
Eline cebi değecek.
Adam ile tabancası birleşecek.
O anda bütün öbür fiiller ondan geri alınacak.
Adam ateş edecek.
Bütün fiiller ona geri verilecek..
Adam birini vuracak..
Adam kendini vuracak..
Adam beni vuracak. Bilecek..
Ler, siniz.
Perde burada inecek.
Perdenin önündekiler donup kalacak..
Lar, sınız.
Perdenin arkasındakiler bekleyecek..
Ler, siniz.
Bir ölü yerde uzanık yatacak.
Vuranı görenler vurulanı görmek isteyecek.
Tıklım tıklım insanlar eğilecek.
Kim baktıysa görecek.
Yerde kendini görecek.
Hepsi başkayı umduğunda şaşıracak.
Dışlarına binlerce A çıkacak.
A’lar çelik teller gibi dolaşacak.
İçlerine birer nefes Hi dolacak.
Yerde yatanda herkes kendini tanıyacak.
Bir perde aralanacak
Vuran ortaya çıkacak.
Ortaya çıkanda herkes kendini tanıyacak.
Herkes kendini tanıyınca iş bitmeyecek, 
Başlayacak.

                                                              (20 Şubat 1955 Pazar-
                                                               21 Şubat Pazartesi, saat 3.20)",308
Bulut Mu Olsam,Nazım Hikmet Ran,"Denizin üstünde ala bulut 
yüzünde gümüş gemi 
içinde sarı balık 
dibinde mavi yosun ....................",309
Anla,Özdemir Asaf,"ANLA
Akıllı derler aldır
Deli derler aldırma
Derler’i öngörürsen
Yok bakarlar adama
Derler’i songörürsen
Deli derler adama
Sen derler misin, ya da 
Deyen misin, de bana",310
İsimsiz,Ahmed Arif,"Bir akşam üstüdür şarabî
Bahçeler ve dağlar üzre hükümran
Tam dünyayı dolaşmak saatindesin
Ay ışığı su içer birazdan.
Kızarmış kalçalarını çanlar
Alabildiğine vurur
Manşetlerde kilometr....................",311
Aldanı-Aldatı,Özdemir Asaf,"ALDANI-ALDATI
I
Benim düşlerimin içinde
O uyuyordu, duyuyordum.
Ben bir uykusunda onun,
Bir düş'ünde bulundum..
Uyuyordu,duyuyordu,
Avundum.
II
Benim düşlerimin içinde
O uyumuyordu, biliyordum.
Ben ne bir uykusunda onun,
Ne de bir düş'ünde bulundum..
Bulunsaydım,
Vururdum.",312
Onur Da Ağlar,Ahmed Arif,"Gözlerinin pınarında
Bir bulut,
Boşandı boşanacak
Nerdeyse
Aklımdan geçenleri
Okuyorsun su gibi
Dünya gördü,
Bizi bogazladılar....
Tutma gözyaşlarını
Onur da ağlar....
Bırak yıkan....................",313
Bulunur,Cemal Safi,"Çeker gibi bakma hançeri kından,
Seninde canını yakan bulunur.
Senin de bir zalim gelir hakkından,
Sana da bir kurşun sıkan bulunur.
Aşkımın ahıyla tutulur yakan,
Alıcıkuş kadar sürmez fiyakan.
Senin de gözünü yaşlı bırakan,
Senin de boynunu büken bulunur.
Merhamet olmazsa kalp kiracında,
Tahtın da kurtarmaz seni tacın da...
Bir kara sevdanın darağacında,
Senin de ipini çeken bulunur..!",314
Allah'ım Bu Vuslatı Hicran Etme,Mevlana Celaleddin Rumi,"Allahım bu vuslatı hicran etme
Aşkın sarhoşlarını nalan etme
Sevgi bahçesini yemyeşil bırak
Bu mestlere bahçelere kasdetme
Dalı yaprağı vurma hazan gibi
Halkını başı dönmüş zelil etme
Kuşunun yuvasının ağacını
Yıkma da kuşlarını perran etme
Kumunu ve mumunu karıştırma
Düşmanları kör et de şadan etme
Hırsızlar aydınlığın düşmanıdır
Onların işlerini asan etme
İkbal kıblesi yalnız bu halkadır
Umut kabesin öyle viran etme
Bu çadır iplerini öyle katma
Çadır senindir eya sultan etme
Yok dünyada hicrandan daha acı
Ne istiyorsan et de onu etme",315
Elde Var Hüzün,Attila İlhan,"Söyleşir 
Evvelce biz bu tenhalarda 
Ziyade gülüşürdük 
Pır pır yaldızlanırdı kanatları kahkaha Kuşlarının 
Ne meseller söylerdi mercan köz nargileler 
Zamanlar değişti 
Ayrılık ....................",316
Baharın İlk Sabahları,Orhan Veli Kanık,"Tüyden hafif olurum böyle sabahlar
Karsı damda bir güneş parçası,
İçimde kuş cıvıltıları, şarkılar;
Bağıra çağıra düşerim yollara;
Döner döner durur basım havalarda.
Sanırım ki günler hep güzel gidecek;
Her sabah böyle bahar;
Ne is güç gelir aklıma, ne yoksulluğum.
Derim ki: 'Sıkıntılar durdursun!'
Sairliğimle yetinir,
Avunurum.",317
Aynanın Oyunu,Özdemir Asaf,"Bir çocuk doğdu, bendim.
Sıraya girdim insanlar içinde.
Alay-bayrak büyüdüm
Odalar, sofalar içinde.
Bir ayna doğdu, gördüm.
Sıraya girdi aynalar içinde.
İşime geldi, aldım,
Çarşılar, pazarlar içinde.
Bunca yıl yüzüne baktım.
Kendisini aşmadı
Olanlar içinde.
Bir sabah uyandım,
Duruyordu karşımda
Düşmancasına,
Bir cam,
Aldanmış,
Kendini ayna sanmış..",318
Ayrılık Hissi Nasıl Girdi Sizin Beyninize?,Mehmet Akif Ersoy,"Müslümanlık sizi gayet sıkı, gayet sağlam, 
Bağlamak lazım iken, anlamadım, anlıyamam, 
Ayrılık hissi nasıl girdi sizin beyninize? 
Fikr-i kavmıyyeti şeytan mı sokan zihninize? 
Birbirinden muteferrik bu kadar akvamı, 
Aynı milliyetin altında tutan islam'ı, 
Temelinden yıkacak zelzele, kavmiyettir.
Bunu bir lahza unutmak ebedi haybettir...
Arnavutlukla, Araplıkla bu millet yürümez..
Son siyasetse bu! Hiç böyle siyaset yürümez! 
Sizi bir aile efradı yaratmış Yaradan; 
Kaldırın ayrılık esbabını artık aradan.
Siz bu davada iken yoksa, iyazen-billah, 
Ecnebiler olacak sahibi mülkün nagah.
Diye dursun atalar: 'Kal'a içinden alınır.'
Yok ki hiç bir  kişiden... Millet-i merhume sağır! 
Bir değil mahvedilen devlet-i islamiyye...
Girdiler aynı siyasetle bütün makbereye.
Girmeden tefrika bir millete, düşman giremez; 
Toplu vurdukça yürekler, onu top sindiremez.
Bırakın eski hükümetleri meydandakiler
Yetişir, şöyle bakıp ibret alan varsa eğer.
işte Fas, işte Tunus, işte Cezayir, gitti! 
işte Irak'ı da taksim ediyorlar şimdi.
30 Muharrem 1331
27 Kanunuevvel 1328
1913",319
Kara,Ahmed Arif,"Çarpmış, 
   Paramparça etmiş, 
   Kara sütü, kara sevdayla seni...
   Ve kara memelerinde dişlerin asi, 
   Karadır, upuzun yattığın gece, 
   Felek, ah ettirir, boynun kıl - ince...       
   Cihanlar, çocuklar, kuşlar içinde
   Sızlar bir yerlerin
   Adsız ve kayıp
   Sızlar, usul-usul, dargın, 
   Ve kan tadında bir konca, 
   Damıtır kendini mısralarınca...
   De be aslan karam, 
   D....................",320
8.10 Vapuru,Cemal Süreya,"Sesinde ne var biliyor musun
Bir bahçenin ortası var
    Mavi ipek kış çiçeği
    Sigara içmek için 
    Üst kata çıkıyorsun
Sesinde ne var biliyor musun
Uykusuz Türkçe var
    İşinden memnun değilsin
    Bu ke....................",321
İsimsiz 2,Ahmed Arif,"bir mavi gül bahçesi yorganım
uyku saçlarımın meçhul şarkısı
sonra yastığımda ilk gölgen kızlık
ve ilk unutuluş ....................",322
Bir Gelir Biter,Cemal Safi,"Yüzüne bakınca içim tutuşur,
İçime bir kızıl kor gelir gider.
Geçtiğin sokaklar şavkınla ışır,
Bastığın toprağa nur gelir gider.
Helal-i hoş olsun gurur da naz da
Ne olur tebessüm etsen biraz da?
Gülmezsen gökyüzü aysız kalmaz da,
Yüzün gibi mehtap zor gelir gider.
Tarifin olmuyor ne kadar yazsam,
Ellerim tutmuyor resmini çizsem,
O güzel çehreni görmeyen ressam ,
Bilmez ki dünyaya kör gelir gider.
Yeryüzü hiç afet görmedi sanma,
Ey benim aklımı alan muamma ,
Her türlü felaket mümkündür amma,
Sen gibi kıyamet bir gelir gider.",323
Ah! Neydi Benim Geçliğim,Orhan Veli Kanık,"Nerde böyle hüzünlenmek o zaman;
İçip içip ağlamak,
Uzaklara dalıp şarkı söylemek;
Hafta sekiz ben eğlentide;
Bugün saz,yarın sinema,
Beğenmedin  Aile Bahçesi;
Onu da beğenmedin,parka;
Sevdiğim dillere destan;
Sevdiğim,
Meyil verdiğin;
Ben dizinin dibinde elpençe divan,
Samanlık seyran.
Nerde,
Nerde,
Nerde böyle hüzünlenmek o zaman!",324
Birsen'i Unutamadım,Cemal Safi,"Beli daracıktı  sırtı  açıktı
Yazlık  elbiseni  unutamadım
Üstünde  leylaklar  salkım saçaktı
O güzel  deseni  unutamadım
Bana yavrum derdin  kırklı yaşımda
Senden yıllar yılı  farklı  yaşımda
Sayısız  fırtına koptu  başımda
Aşkınla eseni  unutamadım
Bir kadeh şaraptın  gözümde tüten
Aklımı başımdan  avare eden
Haramdın diye mi bilmemki neden ?
O tatlı  buseni  unutamadım
Kaç afet gönlümü sevdaya saldı
Ne Ahsen, ne Nilsen,  saklımda kaldı
Sadece seninki  aklımda kaldı;
Nedense  Birsen'i  unutamadım...",325
